path,npy,flag,box,n_dets
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2998-04-26-12-39-01OUTPUT_coord_705__520__0.2998__wfwb.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2998-04-26-12-39-01OUTPUT_coord_705__520__0.2998__wfwb.mp4.npy,ok,"257,0,804",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.301-04-26-09-35-20OUTPUT_coord_620__547__0.301__pfde.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.301-04-26-09-35-20OUTPUT_coord_620__547__0.301__pfde.mp4.npy,ok,"0,0,982",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.303-04-26-11-34-01OUTPUT_coord_611__813__0.303__tmhb.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.303-04-26-11-34-01OUTPUT_coord_611__813__0.303__tmhb.mp4.npy,ok,"96,106,934",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3037-04-26-11-01-50OUTPUT_coord_637__486__0.3037__luys.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3037-04-26-11-01-50OUTPUT_coord_637__486__0.3037__luys.mp4.npy,ok,"114,0,953",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3037-04-26-13-44-52OUTPUT_coord_701__1092__0.3037__rwfc.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3037-04-26-13-44-52OUTPUT_coord_701__1092__0.3037__rwfc.mp4.npy,ok,"173,668,730",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3042-04-26-13-08-57OUTPUT_coord_237__773__0.3042__kjko.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3042-04-26-13-08-57OUTPUT_coord_237__773__0.3042__kjko.mp4.npy,ok,"0,253,785",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3044-04-26-10-53-03OUTPUT_coord_510__593__0.3044__dxsw.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3044-04-26-10-53-03OUTPUT_coord_510__593__0.3044__dxsw.mp4.npy,ok,"4,106,872",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3054-04-26-11-45-46OUTPUT_coord_194__694__0.3054__gjuh.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3054-04-26-11-45-46OUTPUT_coord_194__694__0.3054__gjuh.mp4.npy,ok,"0,160,978",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3064-04-29-19-37-03OUTPUT_coord_666__1022__0.3064__nyzn.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3064-04-29-19-37-03OUTPUT_coord_666__1022__0.3064__nyzn.mp4.npy,ok,"0,173,1258",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3074-04-26-12-39-39OUTPUT_coord_679__552__0.3074__ygue.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3074-04-26-12-39-39OUTPUT_coord_679__552__0.3074__ygue.mp4.npy,ok,"178,0,875",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3093-04-26-10-09-39OUTPUT_coord_659__908__0.3093__bsxp.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3093-04-26-10-09-39OUTPUT_coord_659__908__0.3093__bsxp.mp4.npy,ok,"0,16,1216",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3108-04-26-09-14-32OUTPUT_coord_817__1370__0.3108__xazc.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3108-04-26-09-14-32OUTPUT_coord_817__1370__0.3108__xazc.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3118-04-26-13-46-43OUTPUT_coord_777__813__0.3118__pgcd.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3118-04-26-13-46-43OUTPUT_coord_777__813__0.3118__pgcd.mp4.npy,ok,"92,196,1145",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.314-04-26-14-52-26OUTPUT_coord_700__629__0.314__jnoi.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.314-04-26-14-52-26OUTPUT_coord_700__629__0.314__jnoi.mp4.npy,ok,"357,213,542",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3147-04-26-12-14-58OUTPUT_coord_665__1041__0.3147__yrbr.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3147-04-26-12-14-58OUTPUT_coord_665__1041__0.3147__yrbr.mp4.npy,ok,"0,115,1220",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.315-04-26-11-14-21OUTPUT_coord_630__701__0.315__nbuh.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.315-04-26-11-14-21OUTPUT_coord_630__701__0.315__nbuh.mp4.npy,ok,"171,59,840",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3162-04-26-10-10-31OUTPUT_coord_547__1013__0.3162__nfdd.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3162-04-26-10-10-31OUTPUT_coord_547__1013__0.3162__nfdd.mp4.npy,ok,"0,19,1255",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3174-04-26-10-09-22OUTPUT_coord_739__659__0.3174__xjca.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3174-04-26-10-09-22OUTPUT_coord_739__659__0.3174__xjca.mp4.npy,ok,"237,9,863",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3186-04-26-12-36-44OUTPUT_coord_600__874__0.3186__wlwb.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3186-04-26-12-36-44OUTPUT_coord_600__874__0.3186__wlwb.mp4.npy,ok,"0,69,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3198-04-26-10-52-16OUTPUT_coord_688__529__0.3198__mkax.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3198-04-26-10-52-16OUTPUT_coord_688__529__0.3198__mkax.mp4.npy,ok,"281,0,726",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3208-04-26-11-14-09OUTPUT_coord_729__1267__0.3208__sqcg.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3208-04-26-11-14-09OUTPUT_coord_729__1267__0.3208__sqcg.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3215-04-26-11-03-49OUTPUT_coord_509__935__0.3215__hgtt.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3215-04-26-11-03-49OUTPUT_coord_509__935__0.3215__hgtt.mp4.npy,ok,"0,66,1134",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.322-04-26-10-56-58OUTPUT_coord_585__1116__0.322__rkip.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.322-04-26-10-56-58OUTPUT_coord_585__1116__0.322__rkip.mp4.npy,ok,"0,148,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.323-04-26-11-51-27OUTPUT_coord_1259__970__0.323__dhhb.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.323-04-26-11-51-27OUTPUT_coord_1259__970__0.323__dhhb.mp4.npy,no_person,"192,272,896",0
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3235-04-26-13-03-15OUTPUT_coord_844__1228__0.3235__bafe.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3235-04-26-13-03-15OUTPUT_coord_844__1228__0.3235__bafe.mp4.npy,ok,"0,148,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3252-04-26-12-06-56OUTPUT_coord_727__956__0.3252__eiwl.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3252-04-26-12-06-56OUTPUT_coord_727__956__0.3252__eiwl.mp4.npy,ok,"0,205,1102",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3262-04-26-13-40-44OUTPUT_coord_629__745__0.3262__pdbp.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3262-04-26-13-40-44OUTPUT_coord_629__745__0.3262__pdbp.mp4.npy,ok,"23,0,1120",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3286-04-26-11-10-31OUTPUT_coord_724__868__0.3286__eltu.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3286-04-26-11-10-31OUTPUT_coord_724__868__0.3286__eltu.mp4.npy,ok,"5,0,1274",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.329-04-26-13-19-26OUTPUT_coord_640__507__0.329__vyxe.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.329-04-26-13-19-26OUTPUT_coord_640__507__0.329__vyxe.mp4.npy,ok,"0,38,1162",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3293-04-26-13-34-31OUTPUT_coord_549__837__0.3293__njdf.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3293-04-26-13-34-31OUTPUT_coord_549__837__0.3293__njdf.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.33-04-26-14-31-51OUTPUT_coord_663__830__0.33__dsgt.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.33-04-26-14-31-51OUTPUT_coord_663__830__0.33__dsgt.mp4.npy,ok,"79,15,1066",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3313-04-26-14-56-26OUTPUT_coord_608__867__0.3313__kknx.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3313-04-26-14-56-26OUTPUT_coord_608__867__0.3313__kknx.mp4.npy,ok,"16,84,1057",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.333-04-26-11-45-08OUTPUT_coord_218__817__0.333__zwrx.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.333-04-26-11-45-08OUTPUT_coord_218__817__0.333__zwrx.mp4.npy,ok,"0,173,894",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3347-04-26-14-04-56OUTPUT_coord_654__898__0.3347__kyab.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3347-04-26-14-04-56OUTPUT_coord_654__898__0.3347__kyab.mp4.npy,ok,"136,401,851",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3374-04-26-13-45-27OUTPUT_coord_650__1227__0.3374__xrew.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3374-04-26-13-45-27OUTPUT_coord_650__1227__0.3374__xrew.mp4.npy,ok,"209,691,699",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3376-04-26-14-51-31OUTPUT_coord_666__1313__0.3376__bpxj.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3376-04-26-14-51-31OUTPUT_coord_666__1313__0.3376__bpxj.mp4.npy,ok,"44,429,1010",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3384-04-26-14-27-47OUTPUT_coord_658__1435__0.3384__bcdh.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3384-04-26-14-27-47OUTPUT_coord_658__1435__0.3384__bcdh.mp4.npy,ok,"0,262,1177",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3403-04-26-12-39-02OUTPUT_coord_700__514__0.3403__zwbv.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3403-04-26-12-39-02OUTPUT_coord_700__514__0.3403__zwbv.mp4.npy,ok,"207,0,825",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3408-04-26-12-39-44OUTPUT_coord_661__559__0.3408__roiz.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3408-04-26-12-39-44OUTPUT_coord_661__559__0.3408__roiz.mp4.npy,ok,"0,193,1246",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.342-04-26-15-15-27OUTPUT_coord_566__464__0.342__ywqu.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.342-04-26-15-15-27OUTPUT_coord_566__464__0.342__ywqu.mp4.npy,ok,"257,0,524",1
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3447-04-26-14-02-27OUTPUT_coord_596__1267__0.3447__rsaa.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3447-04-26-14-02-27OUTPUT_coord_596__1267__0.3447__rsaa.mp4.npy,ok,"0,190,1198",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3455-04-26-14-09-16OUTPUT_coord_806__829__0.3455__kskr.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3455-04-26-14-09-16OUTPUT_coord_806__829__0.3455__kskr.mp4.npy,ok,"289,473,966",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3462-04-26-13-26-37OUTPUT_coord_762__1171__0.3462__fyjh.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3462-04-26-13-26-37OUTPUT_coord_762__1171__0.3462__fyjh.mp4.npy,ok,"53,376,1030",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3486-04-26-10-12-09OUTPUT_coord_120__678__0.3486__ojpd.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3486-04-26-10-12-09OUTPUT_coord_120__678__0.3486__ojpd.mp4.npy,no_person,"192,272,896",0
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3499-04-26-12-37-23OUTPUT_coord_644__349__0.3499__wkky.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3499-04-26-12-37-23OUTPUT_coord_644__349__0.3499__wkky.mp4.npy,ok,"275,0,653",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3508-04-26-14-04-42OUTPUT_coord_652__954__0.3508__vzxq.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3508-04-26-14-04-42OUTPUT_coord_652__954__0.3508__vzxq.mp4.npy,ok,"150,302,853",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3518-04-26-13-25-55OUTPUT_coord_493__1063__0.3518__rncl.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3518-04-26-13-25-55OUTPUT_coord_493__1063__0.3518__rncl.mp4.npy,ok,"146,405,952",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3538-04-26-13-44-47OUTPUT_coord_654__681__0.3538__jdol.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3538-04-26-13-44-47OUTPUT_coord_654__681__0.3538__jdol.mp4.npy,ok,"59,1,939",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3545-04-26-12-40-35OUTPUT_coord_646__856__0.3545__utiq.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3545-04-26-12-40-35OUTPUT_coord_646__856__0.3545__utiq.mp4.npy,ok,"10,0,1183",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3555-04-26-13-59-44OUTPUT_coord_622__1046__0.3555__ckly.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3555-04-26-13-59-44OUTPUT_coord_622__1046__0.3555__ckly.mp4.npy,ok,"30,0,1089",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3562-04-26-14-52-00OUTPUT_coord_720__642__0.3562__jgcx.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3562-04-26-14-52-00OUTPUT_coord_720__642__0.3562__jgcx.mp4.npy,ok,"398,288,469",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3572-04-26-14-00-23OUTPUT_coord_690__710__0.3572__jwsl.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3572-04-26-14-00-23OUTPUT_coord_690__710__0.3572__jwsl.mp4.npy,ok,"124,0,1021",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3582-04-26-14-42-41OUTPUT_coord_657__1230__0.3582__msee.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3582-04-26-14-42-41OUTPUT_coord_657__1230__0.3582__msee.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3596-04-26-12-05-22OUTPUT_coord_116__815__0.3596__bgwe.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3596-04-26-12-05-22OUTPUT_coord_116__815__0.3596__bgwe.mp4.npy,ok,"0,115,1066",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3604-04-26-12-05-21OUTPUT_coord_110__818__0.3604__davw.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3604-04-26-12-05-21OUTPUT_coord_110__818__0.3604__davw.mp4.npy,ok,"0,155,869",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3613-04-26-14-58-55OUTPUT_coord_592__1425__0.3613__yjep.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3613-04-26-14-58-55OUTPUT_coord_592__1425__0.3613__yjep.mp4.npy,ok,"0,200,1239",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3662-04-26-13-27-20OUTPUT_coord_640__1186__0.3662__doqr.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3662-04-26-13-27-20OUTPUT_coord_640__1186__0.3662__doqr.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3667-04-26-10-15-47OUTPUT_coord_737__868__0.3667__aqmt.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3667-04-26-10-15-47OUTPUT_coord_737__868__0.3667__aqmt.mp4.npy,ok,"113,19,1116",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.367-04-26-10-52-50OUTPUT_coord_552__333__0.367__lusz.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.367-04-26-10-52-50OUTPUT_coord_552__333__0.367__lusz.mp4.npy,no_person,"192,272,896",0
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3684-04-26-12-27-02OUTPUT_coord_715__840__0.3684__ldrc.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3684-04-26-12-27-02OUTPUT_coord_715__840__0.3684__ldrc.mp4.npy,ok,"159,113,954",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.37-04-26-11-31-44OUTPUT_coord_627__835__0.37__vfbd.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.37-04-26-11-31-44OUTPUT_coord_627__835__0.37__vfbd.mp4.npy,ok,"85,64,1017",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3733-04-26-09-42-49OUTPUT_coord_401__1421__0.3733__kaks.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3733-04-26-09-42-49OUTPUT_coord_401__1421__0.3733__kaks.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.375-04-26-13-21-08OUTPUT_coord_858__1334__0.375__kdbw.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.375-04-26-13-21-08OUTPUT_coord_858__1334__0.375__kdbw.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.379-04-26-12-40-44OUTPUT_coord_698__966__0.379__xrjv.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.379-04-26-12-40-44OUTPUT_coord_698__966__0.379__xrjv.mp4.npy,ok,"2,0,1277",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3796-04-26-09-30-00OUTPUT_coord_690__1358__0.3796__nqof.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3796-04-26-09-30-00OUTPUT_coord_690__1358__0.3796__nqof.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3826-04-26-10-06-10OUTPUT_coord_802__976__0.3826__uwov.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3826-04-26-10-06-10OUTPUT_coord_802__976__0.3826__uwov.mp4.npy,ok,"0,173,1266",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3835-04-26-13-28-07OUTPUT_coord_103__816__0.3835__vmpo.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3835-04-26-13-28-07OUTPUT_coord_103__816__0.3835__vmpo.mp4.npy,ok,"0,119,1143",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3853-04-26-10-16-42OUTPUT_coord_544__291__0.3853__mwqn.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3853-04-26-10-16-42OUTPUT_coord_544__291__0.3853__mwqn.mp4.npy,ok,"0,77,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3865-04-26-12-32-49OUTPUT_coord_649__524__0.3865__oahq.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3865-04-26-12-32-49OUTPUT_coord_649__524__0.3865__oahq.mp4.npy,ok,"0,0,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3896-04-26-10-40-25OUTPUT_coord_551__727__0.3896__yhkd.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3896-04-26-10-40-25OUTPUT_coord_551__727__0.3896__yhkd.mp4.npy,ok,"63,180,813",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3918-04-26-12-46-52OUTPUT_coord_645__816__0.3918__hnjk.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3918-04-26-12-46-52OUTPUT_coord_645__816__0.3918__hnjk.mp4.npy,ok,"81,68,1033",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3945-04-26-13-21-04OUTPUT_coord_858__1334__0.3945__ivkb.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3945-04-26-13-21-04OUTPUT_coord_858__1334__0.3945__ivkb.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3962-04-26-12-46-18OUTPUT_coord_614__842__0.3962__ivwy.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3962-04-26-12-46-18OUTPUT_coord_614__842__0.3962__ivwy.mp4.npy,ok,"72,79,1035",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.3972-04-26-12-21-28OUTPUT_coord_651__1109__0.3972__jmlt.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.3972-04-26-12-21-28OUTPUT_coord_651__1109__0.3972__jmlt.mp4.npy,ok,"0,92,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.4-04-26-12-43-09OUTPUT_coord_648__706__0.4__gphi.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.4-04-26-12-43-09OUTPUT_coord_648__706__0.4__gphi.mp4.npy,ok,"0,48,1093",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.4023-04-26-12-09-00OUTPUT_coord_827__1439__0.4023__hrjj.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.4023-04-26-12-09-00OUTPUT_coord_827__1439__0.4023__hrjj.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.4036-04-26-12-57-37OUTPUT_coord_701__1389__0.4036__khhf.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.4036-04-26-12-57-37OUTPUT_coord_701__1389__0.4036__khhf.mp4.npy,ok,"0,268,1171",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.404-04-26-13-01-49OUTPUT_coord_628__1202__0.404__yzxd.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.404-04-26-13-01-49OUTPUT_coord_628__1202__0.404__yzxd.mp4.npy,ok,"0,225,1214",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.4062-04-26-11-36-48OUTPUT_coord_889__1411__0.4062__upiy.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.4062-04-26-11-36-48OUTPUT_coord_889__1411__0.4062__upiy.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.4072-04-26-12-53-38OUTPUT_coord_888__1334__0.4072__zvdh.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.4072-04-26-12-53-38OUTPUT_coord_888__1334__0.4072__zvdh.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.409-04-26-11-54-31OUTPUT_coord_139__859__0.409__rsdy.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.409-04-26-11-54-31OUTPUT_coord_139__859__0.409__rsdy.mp4.npy,no_person,"192,272,896",0
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.4104-04-26-12-25-23OUTPUT_coord_513__1063__0.4104__pzva.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.4104-04-26-12-25-23OUTPUT_coord_513__1063__0.4104__pzva.mp4.npy,ok,"0,398,845",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.413-04-26-12-01-18OUTPUT_coord_703__1434__0.413__lkae.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.413-04-26-12-01-18OUTPUT_coord_703__1434__0.413__lkae.mp4.npy,ok,"0,160,1280",3
